"name","language","label"
"payment:telephone_cards","pt","cartão telefônico"
"payment:telephone_cards","ru","телефонная карта"
"payment:telephone_cards","sv","telefonkort"
"payment:telephone_cards","uk","телефонна картка"
"payment:telephone_cards","vi","thẻ điện thoại"
"payment:telephone_cards","zh","电话卡"
"payment:token_coin","ar","عملة رمزية"
"payment:token_coin","bg","жетон"
"payment:token_coin","ca","téssera"
"payment:token_coin","cs","žeton"
"payment:token_coin","da","polet"
"payment:token_coin","de","jeton"
"payment:token_coin","en","token coin"
"payment:token_coin","en-gb","token coin"
"payment:token_coin","es","monetiforme"
"payment:token_coin","et","žetoon"
"payment:token_coin","fa","ژتون"
"payment:token_coin","fi","rahake"
"payment:token_coin","fr","jeton"
"payment:token_coin","hr","žeton"
"payment:token_coin","hu","zseton"
"payment:token_coin","it","gettone"
"payment:token_coin","ja","代用貨幣"
"payment:token_coin","nb","pollett"
"payment:token_coin","nl","betaalpenning"
"payment:token_coin","pl","żeton"
"payment:token_coin","ru","жетон"
"payment:token_coin","sk","žetón"
"payment:token_coin","sl","žeton"
"payment:token_coin","sv","pollett"
"payment:token_coin","tr","jeton"
"payment:token_coin","uk","марка"
"payment:token_coin","vi","đồng token"
"payment:token_coin","zh","代用货币"
"payment:token_coin","zh-hk","輔幣"
"payment:troika","en","troika card"
"payment:troika","ja","トロイカカード"
"payment:troika","ru","тройка"
"payment:troika","zh","三套车卡"
"payment:troika","zh-cn","三套车卡"
"payment:troika","zh-hk","三套車卡"
"payment:troika","zh-tw","三套車卡"
"payment:u-key","de","u-key"
"payment:u-key","en","u-key"
"payment:u-key","fr","u-key"
"payment:v_pay","de","v pay"
"payment:v_pay","en","v pay"
"payment:v_pay","fr","v pay"
"payment:v_pay","it","v pay"
"payment:v_pay","nl","v pay"
"payment:v_pay","ru","v pay"
"payment:v_pay","uk","v pay"
"payment:visa","be","visa electron"
"payment:visa","ca","targeta de crèdit visa"
"payment:visa","cs","visa electron"
"payment:visa","de","visa"
"payment:visa","en","visa electron"
"payment:visa","es","tarjeta de crédito visa"
"payment:visa","fi","visa electron"
"payment:visa","fr","visa electron"
"payment:visa","it","carta di credito visa"
"payment:visa","ja","visaクレジットカード"
"payment:visa","ko","visa 신용카드"
"payment:visa","nl","visa-creditcard"
"payment:visa","pl","visa electron"
"payment:visa","pt","visa electron"
"payment:visa","ru","visa electron"
"payment:visa","sl","visa electron"
"payment:visa","sv","visa electron"
"payment:visa","uk","visa electron"
"payment:visa","vi","thẻ tín dụng visa"
"payment:visa","zh","维萨电子卡"
"payment:visa","zh-cn","维萨电子卡"
"payment:visa_debit","de","visa debit"
"payment:visa_debit","en","visa debit"
"payment:visa_debit","fa","ویزا دبیت"
"payment:visa_debit","ms","visa debit"
"payment:visa_debit","ru","visa debit"
"payment:visa_debit","sv","visa delta"
"payment:visa_debit","ta","விசா டெபிட்"
"payment:visa_debit","uk","visa debit"
"payment:visa_debit","zh","visa金融卡"
"payment:visa_debit","zh-hk","visa金融卡"
"payment:visa_electron","be","visa electron"
"payment:visa_electron","ca","targeta de crèdit visa"
"payment:visa_electron","cs","visa electron"
"payment:visa_electron","de","visa"
"payment:visa_electron","en","visa electron"
"payment:visa_electron","es","tarjeta de crédito visa"
"payment:visa_electron","fi","visa electron"
"payment:visa_electron","fr","visa electron"
"payment:visa_electron","it","carta di credito visa"
"payment:visa_electron","ja","visaクレジットカード"
"payment:visa_electron","ko","visa 신용카드"
"payment:visa_electron","nl","visa-creditcard"
"payment:visa_electron","pl","visa electron"
"payment:visa_electron","pt","visa electron"
"payment:visa_electron","ru","visa electron"
"payment:visa_electron","sl","visa electron"
"payment:visa_electron","sv","visa electron"
"payment:visa_electron","uk","visa electron"
"payment:visa_electron","vi","thẻ tín dụng visa"
"payment:visa_electron","zh","维萨电子卡"
"payment:visa_electron","zh-cn","维萨电子卡"
"payment:wechat","cs","wechat pay"
"payment:wechat","de","wechat pay"
"payment:wechat","en","wechat pay"
"payment:wechat","id","wechat pay"
"payment:wechat","ja","ウィーチャット・ペイ"
"payment:wechat","ko","웨이신즈푸"
"payment:wechat","ms","wechat pay"
"payment:wechat","vi","wechat pay"
"payment:wechat","zh","微信支付"
"payment:wechat","zh-cn","微信支付"
"payment:wic","en","wic"
"payment:wic","es","wic"
"payment:wic","he","חברת הודו המערבית ההולנדית"
"payment:wic","ja","女性・乳児・児童栄養補助プログラム"
"payment:wic","ru","специальная дополнительная программа питания для женщин, младенцев и детей в сша (wic)"
"payment:wic","uk","спеціальна додаткова програма харчування для жінок, немовлят та дітей"
"payment:wire_transfer","ar","حوالة مصرفية"
"payment:wire_transfer","ca","transferència bancària"
"payment:wire_transfer","cs","bankovní příkaz"
"payment:wire_transfer","de","überweisung (zahlungsverkehr)"
"payment:wire_transfer","en","wire transfer"
"payment:wire_transfer","es","transferencia bancaria"
"payment:wire_transfer","fa","انتقال وجه"
"payment:wire_transfer","fr","virement bancaire"
"payment:wire_transfer","he","העברה בנקאית"
"payment:wire_transfer","hu","banki átutalás"
"payment:wire_transfer","it","bonifico"
"payment:wire_transfer","ja","振込"
"payment:wire_transfer","ko","전신 송금"
"payment:wire_transfer","nl","bankoverschrijving"
"payment:wire_transfer","pl","polecenie przelewu"
"payment:wire_transfer","pt","transferência bancária"
"payment:wire_transfer","pt-br","transferência bancária"
"payment:wire_transfer","ru","денежный перевод"
"payment:wire_transfer","sk","bankový prevod"
"payment:wire_transfer","tr","virman"
"payment:wire_transfer","uk","грошовий переказ"
"payment:wire_transfer","vi","điện chuyển khoản ngân hàng"
"payment:wire_transfer","zh","电汇"
"phone","af","telefoon nommer"
"phone","ar","رقم الهاتف"
"phone","be","тэлефонны нумар"
"phone","bg","телефонен номер"
"phone","ca","número de telèfon"
"phone","cs","telefonní číslo"
"phone","da","telefonnummer"
"phone","de","telefonnummer"
"phone","el","αριθμός τηλεφώνου"
"phone","en","phone number"
"phone","en-ca","phone number"
"phone","en-gb","phone number"
"phone","en-us","phone number"
"phone","es","número de teléfono"
"phone","et","telefoninumber"
"phone","fa","شماره تلفن"
"phone","fi","puhelinnumero"
"phone","fr","numéro de téléphone"
"phone","he","מספר טלפון"
"phone","hi","फ़ोन नंबर"
"phone","hr","telefonski broj"
"phone","hu","telefonszám"
"phone","id","nomor telepon"
"phone","it","numero di telefono"
"phone","ja","電話番号"
"phone","ko","전화번호"
"phone","lt","telefono numeris"
"phone","lv","telefona numurs"
"phone","mr","दूरध्वनी क्रमांक"
"phone","ms","nombor telefon"
"phone","nb","telefonnummer"
"phone","nl","telefoonnummer"
"phone","pl","numer telefonu"
"phone","pt","número de telefone"
"phone","pt-br","número de telefone"
"phone","ro","număr de telefon"
"phone","ru","номер телефона"
"phone","sk","telefónne číslo"
"phone","sl","telefonska številka"
"phone","sv","telefonnummer"
"phone","ta","தொலைபேசி எண்"
"phone","th","หมายเลขโทรศัพท์"
"phone","tr","telefon numarası"
"phone","uk","номер телефону"
"phone","ur","فون نمبر"
"phone","vi","số điện thoại"
"phone","zh","電話號碼"
"phone","zh-cn","电话号码"
"phone","zh-hk","電話號碼"
"phone","zh-tw","電話號碼"
"public_transport","ar","مواصلات عامة"
"public_transport","be","грамадскі транспарт"
"public_transport","bg","обществен транспорт"
"public_transport","ca","transport públic"
"public_transport","cs","veřejná doprava"
"public_transport","da","kollektiv trafik"
"public_transport","de","öffentlicher verkehr"
"public_transport","de-ch","öffentlicher verkehr"
"public_transport","el","δημόσια συγκοινωνία"
"public_transport","en","public transport"
"public_transport","en-ca","public transport"
"public_transport","en-gb","public transport"
"public_transport","es","transporte público"
"public_transport","et","ühistransport"
"public_transport","fa","حمل و نقل عمومی"
"public_transport","fi","julkinen liikenne"
"public_transport","fr","transport en commun"
"public_transport","he","תחבורה ציבורית"
"public_transport","hr","javni prijevoz"
"public_transport","hu","tömegközlekedés"
"public_transport","id","transportasi umum"
"public_transport","it","trasporto pubblico"
"public_transport","ja","公共交通機関"
"public_transport","ko","대중교통"
"public_transport","lt","viešasis transportas"
"public_transport","lv","sabiedriskais transports"
"public_transport","ms","pengangkutan awam"
"public_transport","nb","kollektivtransport"
"public_transport","nl","openbaar vervoer"
"public_transport","pl","publiczny transport zbiorowy"
"public_transport","pt","transporte coletivo"
"public_transport","pt-br","transporte público"
"public_transport","ro","transport public"
"public_transport","ru","общественный транспорт"
"public_transport","sk","verejná doprava"
"public_transport","sl","javni promet"
"public_transport","sv","kollektivtrafik"
"public_transport","th","การขนส่งสาธารณะ"
"public_transport","tr","toplu taşımacılık"
"public_transport","uk","громадський транспорт"
"public_transport","vi","giao thông công cộng"
"public_transport","zh","公共交通"
"public_transport","zh-cn","公共交通"
"public_transport","zh-hk","公共交通"
"public_transport","zh-tw","公共運輸"
"website","af","amptelike webwerf"
"website","ar","الموقع الرسمي"
"website","be","афіцыйны сайт"
"website","bg","официален уебсайт"
"website","ca","lloc web oficial"
"website","cs","oficiální web"
"website","da","officiel hjemmeside"
"website","de","offizielle website"
"website","de-at","offizielle homepage"
"website","el","επίσημος ιστότοπος"
"website","en","official website"
"website","en-ca","official website"
"website","en-gb","official website"
"website","en-us","website"
"website","es","página web oficial"
"website","et","koduleht"
"website","fa","وبگاه رسمی"
"website","fi","viralliset kotisivut"
"website","fr","site officiel"
"website","he","אתר רשמי"
"website","hi","आधिकारिक वेबसाइट"
"website","hr","službena mrežna stranica"
"website","hu","hivatalos weboldal"
"website","id","laman resmi"
"website","it","sito web ufficiale"
"website","ja","公式ウェブサイト"
"website","kn","ಅಧಿಕೃತ ಜಾಲತಾಣ"
"website","ko","공식 웹사이트"
"website","lt","oficiali svetainė"
"website","lv","oficiālā tīmekļa vietne"
"website","ml","ഔദ്യോഗിക വെബ്സൈറ്റ്"
"website","mr","अधिकृत संकेतस्थळ"
"website","ms","tapak web rasmi"
"website","nb","offisielt nettsted"
"website","nl","officiële website"
"website","pl","oficjalna strona internetowa"
"website","pt","sítio web oficial"
"website","pt-br","página web oficial"
"website","ro","site oficial"
"website","ru","официальный сайт"
"website","sk","oficiálny web"
"website","sl","uradno spletišče"
"website","sv","officiell webbplats"
"website","ta","அதிகாரபூர்வ இணையம்"
"website","th","เว็บไซต์ทางการ"
"website","tr","resmî sitesi"
"website","uk","офіційний сайт"
"website","ur","باضابطہ ویب سائٹ"
"website","vi","trang chủ chính thức"
"website","zh","官方网站"
"website","zh-cn","官方网站"
"website","zh-hk","官方網站"
"website","zh-tw","官方網站"
"wheelchair","af","rolstoeltoeganklikheid"
"wheelchair","ar","إمكانية دخول الكراسي المتحركة"
"wheelchair","be","даступнасць для крэслаў-каталак"
"wheelchair","ca","accessibilitat amb cadira de rodes"
"wheelchair","cs","bezbariérový přístup"
"wheelchair","de","rollstuhlzugänglichkeit"
"wheelchair","el","προσβασιμότητα με αναπηρική καρέκλα"
"wheelchair","en","disabled accessibility"
"wheelchair","en-gb","wheelchair accessibility"
"wheelchair","es","accesibilidad para silla de ruedas"
"wheelchair","fa","وجود ویلچر"
"wheelchair","fi","esteettömyys pyörätuolille"
"wheelchair","fr","accessibilité aux fauteuils roulants"
"wheelchair","he","נגישות לכיסא גלגלים"
"wheelchair","hu","akadálymentesség"
"wheelchair","id","aksesibilitas kursi roda"
"wheelchair","it","accessibilità ai disabili"
"wheelchair","ja","車椅子利用可否"
"wheelchair","ko","휠체어 사용자 이용 가능 여부"
"wheelchair","lv","pieejamība ratiņkrēslā"
"wheelchair","nb","tilretteleggelse for rullestol"
"wheelchair","nl","rolstoeltoegankelijkheid"
"wheelchair","pl","dostępność na wózku inwalidzkim"
"wheelchair","pt","acessibilidade por cadeira de rodas"
"wheelchair","ru","доступность для  кресел-каталок"
"wheelchair","sl","dostopnost z invalidskim vozičkom"
"wheelchair","sv","tillgänglighet för rullstol"
"wheelchair","tr","engelli erişimi"
"wheelchair","uk","доступність для інвалідних візків"
"wheelchair","zh","輪椅使用性"
"wheelchair","zh-hk","輪椅使用性"
"wheelchair","zh-tw","輪椅使用性"
"wikidata","af","wikidata"
"wikidata","ar","معرف ويكي بيانات"
"wikidata","be","вікіданыя"
"wikidata","bg","уикиданни"
"wikidata","ca","identificador de wikidata"
"wikidata","cs","identifikátor wikidat"
"wikidata","da","wikidata identifikator"
"wikidata","de","wikidata-identifikator"
"wikidata","de-at","wikidata"
"wikidata","de-ch","wikidata"
"wikidata","el","wikidata"
"wikidata","en","Wikidata"
"wikidata","en","wikidata q identifier"
"wikidata","en-ca","wikidata"
"wikidata","en-gb","wikidata"
"wikidata","en-us","wikidata"
"wikidata","es","identificador de wikidata"
"wikidata","et","wikidata"
"wikidata","fa","ویکیداده"
"wikidata","fi","wikidata-tunniste"
"wikidata","fr","identifiant wikidata"
"wikidata","he","ויקינתונים"
"wikidata","hi","विकिडेटा"
"wikidata","hr","wikipodatci"
"wikidata","hu","wikidata"
"wikidata","id","wikidata"
"wikidata","it","identificatore q di wikidata"
"wikidata","ja","ウィキデータq識別子"
"wikidata","kn","ವಿಕಿಡಾಟಾ"
"wikidata","ko","위키데이터"
"wikidata","lt","vikiduomenys"
"wikidata","lv","vikidati"
"wikidata","ml","വിക്കിഡാറ്റ"
"wikidata","mr","विकिडाटा"
"wikidata","ms","pengecam wikidata"
"wikidata","nb","wikidata"
"wikidata","nl","wikidata-identificatiecode"
"wikidata","pl","q identyfikator w wikidanych"
"wikidata","pt","identificador wikidata"
"wikidata","pt-br","wikidata"
"wikidata","ro","wikidata"
"wikidata","ru","идентификатор викиданных"
"wikidata","sk","wikiúdaje"
"wikidata","sl","wikipodatki"
"wikidata","sv","wikidata-identifierare"
"wikidata","ta","விக்கித்தரவுகள்"
"wikidata","th","วิกิสนเทศ"
"wikidata","tr","vikiveri q tanımlayıcı"
"wikidata","uk","ідентифікатор вікіданих"
"wikidata","ur","ویکیڈیٹا"
"wikidata","vi","mã số wikidata"
"wikidata","zh","維基數據標識符"
"wikidata","zh-cn","维基数据"
"wikidata","zh-hk","維基數據"
"wikidata","zh-tw","維基數據標識符"
"wikipedia","en","Wikipedia"
